ffff95b994dc,ffffb5208328,ffffd5952bcd,fffff421f196
0000f87746ca,0000e1eab05f,0000ccea31b8,0000b79da9ea
0000a604d824,0000a526a3b4,0000acc8ad49,0000b7ad9c1c
0000c6c24452,0000d87fe0a7,0000ec36eace,000103d5627f
00011cbe7706,0001301c1985,000142002644,0001551da9d3
000168af8501,00017d28dc37,00019300fab4,0001a86b909f
0001bf4eeb83,0001dc810d7f,0001fc638fe4,00021edbf1ea
00024262782b,000261c04158,0002807c626c,00029e5879bc
0002bc6f55d5,0002e1624480,000308d68fae,00032c9f2bfa
00034f6fbb34,00037649133b,00039ac51326,0003c027cd90
0003e025cd7b,0003e73baafd,0003e1d43a1e,0003d6c92ecc
0003c57ec10f,0003b242dbd7,00039c411580,0003810a103f
0003635b7e97,000348ea0a6e,00032e6b3d2b,000312c24072
0002f5e7264b,0002d5bdb122,0002b3cc76f5,000290bc7e5d
00026cb1a49a,000248e3f07f,000224e3e836,0001ff97819e
0001d9de7df3,0001b576b875,000190ec6a03,00016cd048bf
0001483711ca,00011f1de8eb,0000f42386e6,0000ca82d78d
0000a0efc282,0000753ab705,00004a61e54a,00001ed550e1
fffff59ad211,ffffd8101cc4,ffffc055f4a1,ffffaadb925e
ffff9834feb7,ffff87060609,ffff7722182f,ffff69dbd8c0
ffff5d90b84d,ffff4e1d8f34,ffff3dfdd3cf,ffff2ecbcecc
ffff201d3c91,ffff124a4ff6,ffff058a2f1b,fffef8f196e0
fffeed7c996a,fffee5b95257,fffedfd2d1c7,fffedb6a4c09
fffed7ffb4af,fffed38edd1f,fffecf53d090,fffecb6fda1b
fffec8060ab8,fffec6ec219d,fffec6f823a0,fffec5beaa6b
fffec481f740,fffec611e0f6,fffec759e283,fffec9511c72
fffec99c1d19,fffebffd16e5,fffeb16e493c,fffea29c27b2
fffe91c49383,fffe7ce30c3e,fffe67052d19,fffe4e473d89
fffe35e70e56,fffe289f2b73,fffe1fd5c118,fffe1570f453
fffe0bb15f94,fffe04aa9ec8,fffdfc874aaf,fffdf73f855f
fffdef33e03e,fffdd4933828,fffdb246fc8d,fffd8ae8224f
fffd60e69199,fffd3f1abc06,fffd1ed261c7,fffcff69e100
fffcdfecc8a5,fffcb6a2c24d,fffc89e242f7,fffc649d242a
fffc418a0be0,fffc15cc70c3,fffbee2cb291,fffbc5185f11
fffba600f031,fffbb5c7de55,fffbdd32c8fb,fffc0d1e6d63
fffc487109ce,fffc8b8b8ed9,fffcd3e3bdaa,fffd271b73f3
fffd7d6fce10,fffdc20aa248,fffe01651291,fffe4424a92e
fffe87ba3869,fffeccf1a578,ffff15e4137d,ffff5cd2d200
ffffa8241b84,000008682265,0000716e38cf,0000e27b7bba
000156cdf578,0001bdb02aca,0002225d7a46,00028441af58
0002e6b6d8e8,00035e5a41f0,0003dda9a48b,00045140984d
0004c1afd506,00053eec0016,0005b4b345ed,00062d556c3b
000694f89edf,0006adf77680,00069f974bfb,00067f8b92fe
00064be9c79b,00061249ec0f,0005d01df2d7,00057dad459b
000523b8d756,0004d47882ab,0004856b02b7,00043323bd7d
0003dd760fda,00037d64245f,00031808602e,0002af95d505
00024485ad0d,0001db18f863,000171d213f2,000104678522
0000963cd95b,00002e3d401c,ffffc688d8bd,ffff616d10dc
fffefb11a186,fffe834eb684,fffe04b838de,fffd8b68dc1e
fffd12c2863b,fffc93c53eda,fffc18d764dc,fffb9b80301c
fffb275a37e6,fffadee13759,fffaabf28c55,fffa8465d5e0
fffa67c72768,fffa4a82de9b,fffa31b2f81e,fffa20c75a2d
fffa152b2611,fffa0d9fb19f,fffa0a81edef,fffa07ee6799
fffa085df68e,fffa12a70f54,fffa1f7cd33e,fffa31a75aa8
fffa42fd00ac,fffa404c201f,fffa3609f33a,fffa294a13d6
fffa1ad5b99a,fffa12837032,fffa0c544f18,fffa067fd186
fffa01f0deee,fff9fcc347cc,fff9f84676ed,fff9f936e942
fff9fcda56ff,fff9fca37acd,fff9ff9a3941,fffa0321a7fc
fffa0cf83c92,fffa300f3d89,fffa6068832d,fffa96383774
fffad2ecd63c,fffb149047c3,fffb59d904aa,fffba59f7997
fffbf3e582bd,fffc3a0cf337,fffc7e60b6a7,fffcc535a59e
fffd0d3879b1,fffd56ce2766,fffda2f4fc45,fffdeebf3a6c
fffe3d585283,fffe970374c6,fffef59ae0a4,ffff58b1c3b3
ffffbddfa756,00001cc44926,00007aed73f8,0000d80b6f95
000135ba3a88,00019e2abd04,00020a9f8c87,0002715ddbc8
0002d6a7e399,00034280d4cc,0003aab1b472,0004144f043b
00047566c54a,0004af144986,0004d4ee0323,0004f1f3f760
0005050027c6,00051471bf3d,00051f4f1ab8,000521a225e1
00051ff12248,0005241c368e,0005285d4a1f,00052a4a5684
00052a14e49a,000524c4e1cb,00051c331678,000511c6e69c
000505136995,0004f6237ba0,0004e57da6ed,0004d1de30dd
0004bcbae2ce,0004a9a074fc,000495d6aa75,00048209b241
00046ce1721a,00044fd5b079,00042f2063b4,0004108122ee
0003f17bf690,0003cd857ad0,0003aa654183,0003856427b1
000363f61a9f,0003577fe457,000355295459,000355923aca
00035a616b7e,000362900530,00036c6680f9,00037ab5b218
0003898cf6e3,00038dcf3589,00038e3a54d8,00038fe5fca3
0003913ae4e0,000391fdf5a2,00039413744d,0003943a06f3
000396766c06,0003a58ba72a,0003b9d62d55,0003d22cb3be
0003ec40bc8e,0003ff181e28,000410868d23,000420a998cf
000430d380f1,00044ab2e5cf,000467ff0932,00047ec386cd
000493a80b16,0004afdcf7d7,0004c84e3cc6,0004e213e76f
0004f2f8e743,0004da659424,0004acef1ed6,0004779799bc
0004381ef8af,0003f2842c51,0003a8510201,000354ba43a7
0002fe2c0419,0002b5547b69,00027044c1d9,0002288037f7
0001dfd53d8e,000194fcea36,00014701d573,0000fa326b27
0000aa12eac4,00004b53eeda,ffffe67574cb,ffff7b92b2b6
ffff0e61c0a9,fffeab695cc5,fffe4a232bc1,fffdeb329e84
fffd8bdafe59,fffd1bf07a8e,fffca60e4b63,fffc39287959
fffbceb711ae,fffb5ab09a7e,fffaec81ab71,fffa7c3d65e7
fffa191c3869,fff9f243857c,fff9e9ad5b51,fff9eedd2cf4
fffa033a19a7,fffa1c323ea9,fffa3be967ea,fffa683bca69
fffa9a9a085e,fffac58abcda,fffaf0d062ce,fffb1ecf3f60
fffb4fbf61e6,fffb8902b284,fffbc6963821,fffc07027463
fffc49aaf840,fffc8aafd01a,fffccbb0d0b1,fffd0fd6a1e6
fffd54d93f30,fffd96609e9d,fffdd836458c,fffe18ba4ac4
fffe5a87fdce,fffea873b26c,fffefb69f6b7,ffff4b3e547e
ffff9b157b8f,ffffefcc8923,0000424aac41,000096c7240f
0000e58b9116,000117637c27,00013b1573ad,00015822bd8e
00016e433926,000183c44636,000196833c5b,0001a3db4610
0001ae50da71,0001b9e5dcb2,0001c45cd866,0001ce1fff03
0001d668d080,0001d9d423d1,0001db7f477b,0001daf0ea32
0001da193bba,0001df7a2ae6,0001e701668c,0001ee9f30b0
0001f674e38a,0001fcd57708,0002025d2928,000207ca6dc1
00020c7a1ba7,00020f575d87,00021105aa8f,0002119f1055
0002113ff161,0002107d2f98,00020eda5e21,00020c873d7f
00020921be42,00020395b9ef,0001fcb4a411,0001f4399d37
0001eab1f43b,0001e1d3f51f,0001d84efe41,0001ce56fc1a
0001c34f8fb0,0001b46c0780,0001a3784e8a,0001928dff1c
000180d27b74,00016d02180c,000158f1b48e,0001434b8c11
00012e3e76a2,0001201dc2ea,000114ae2b8e,00010aa3c057
00010157d569,0000f5392f9f,0000e861bfed,0000db41776a
0000cdebca72,0000c2d4fd2f,0000b86b2a8d,0000ab737413
00009d9cfa96,0000928f20fc,000086348aac,00007a2cdbc2
00006b05a33d,00004d549173,000028442357,000000f06b3f
ffffd623b9c8,ffffa82a80a3,ffff78947923,ffff45752a9a
ffff11b22373,fffee5a0bf1c,fffebc3df0c1,fffe91a90f9c
fffe672c402c,fffe3d21edba,fffe11fb8933,fffde8599a61
fffdbd07d776,fffd876a3fa1,fffd4db3b988,fffd10a447d4
fffcd24dbf0f,fffc9a615c47,fffc63d0fd04,fffc2eb82c34
fffbf9c0cb25,fffbbc1620b9,fffb7b87d4fa,fffb409750b1
fffb077ce335,fffac91923d4,fffa8e6d6ae5,fffa52e9565a
fffa1f5b7f54,fffa0f13fb3e,fffa10a7f56d,fffa1a9f320d
fffa2db4af04,fffa43950a62,fffa5da8289d,fffa7f46c5a9
fffaa4bce282,fffac6a58ada,fffae93b074a,fffb0d94b62d
fffb33ef8ac9,fffb5f90ffb1,fffb8de882a4,fffbbe4a6ed5
fffbf010657e,fffc2022f0d9,fffc5002c9b2,fffc81af974c
fffcb3ecc31d,fffce4affc99,fffd15e1b93d,fffd46810b0d
fffd780d2dd6,fffdb0769a6d,fffdebd90b46,fffe25e863e9
fffe603aab03,fffe9d1ee28e,fffed9076fec,ffff162d0f6c
ffff508ed087,ffff7c49c3cb,ffffa0f28f52,ffffc228edc2
ffffdff170e2,fffffdf39bbc,00001ab06483,000034e5d3eb
00004d9b997b,000065e3bf97,00007d32c352,0000945c2d27
0000aaba9ef6,0000be49581f,0000d11399df,0000e269a8cf
0000f3eaeaed,00010ab0e076,000123686353,00013ccd9dd5
000156979d58,00016e842274,000185cbff40,00019cd0f97d
0001b3790e3d,0001cabb6235,0001e1ea1204,0001f7a53a8b
00020c9a7558,0002223836a4,000236c4df40,00024b2b261f
00025db3a251,0002693814a6,0002711d5b1a,00027696c1a1
00027a05a554,00027debdfe0,000280e200bf,0002828ecd14
000282f8b001,000280bf8af6,00027cd4b020,000278fd04ae
0002745cd274,00026d2b420e,0002658ebd00,00025c70532e
000253e66526,0002525102da,0002538a9491,000255c7110e
000258d586ed,00025a44ec65,00025b3996c1,00025c6d5e6a
00025d5bc1bd,00025e10c4ee,00025e88e66b,00025d26fffa
00025b025ce1,00025b0a2a58,00025a636a29,0002599f4717
000256f0f4e3,00024b82eeb9,00023b64b405,00022b16f5c0
000218a502ff,000201182825,0001e8255c1d,0001cbf3e6c8
0001afede29e,00019fd3c04b,00019468cda1,000186b4c48e
000179604eb0,00016f2d8648,000163696e80,00015aa4823a
00014e483c01,00012ba4b053,0000ff94ddb9,0000cd5560fe
000097a00542,00006ae10cec,00003f8412f6,000014b50ddb
ffffe9823d31,ffffb33aa368,ffff78dd0029,ffff46b93b44
ffff16d64614,fffedcd1e348,fffea732540d,fffe6fb9f36b
fffe4354949b,fffe4bb8666f,fffe6ea92e16,fffe9aed32d4
fffed3e82a7a,ffff15c74150,ffff5d73291f,ffffb15904c2
000008937a95,00004b0a1f36,0000872f8baa,0000c737176c
0001080f0483,00014a544aab,000190ca3b5d,0001d4b7a05f
00021dc23232,00027fe5fc5d,0002ec8bc5d5,0003627575c1
0003dc46553f,000446c09384,0004aeb246e0,000513a6386e
0005793477ed,0005f65b13f3,00067c0c07a8,0006f429b0ae
00076898032b,0007ec0fb3a5,000867179902,0008e54e0e9b
00095010328c,000960972dd4,000943d85ef3,0009139c85dc
0008ccf54978,00087d9f8c68,000824556062,0007b7ce7336
0007431ba00e,0006df359ff4,00067d832b68,0006175618c5
0005ad972847,000539b51f5d,0004bf5ab0eb,000442dace2d
0003c1fb01be,000339a2d9bb,0002ad87786c,00021a424cfa
000184b51093,0000f9b52230,00006f96d20b,ffffe88d7238
ffff5ff024ce,fffebf646b3f,fffe158a95fe,fffd74e627bb
fffcd5de9aef,fffc2b9248ed,fffb87898aa7,fffadffd6356
fffa47263536,fff9f485084a,fff9c4ad7c6a,fff9a546b17c
fff9972a0a6e,fff98bcb6872,fff987a4f326,fff991295611
fff9a1d9e3b4,fff9ae98e0bf,fff9bda151fa,fff9cea798f2
fff9e33b41db,fffa035bef0a,fffa27e16b7d,fffa51326f98
fffa7b71d1d3,fffa98fce260,fffab1fe380c,fffacbd60d65
fffae51d0381,fffafe9b78e3,fffb193d36d6,fffb32b5ba6c
fffb4db10a73,fffb72068244,fffb9aa6bcb0,fffbc39c05e1
fffbede9e67e,fffc19bc5234,fffc4559f0c9,fffc72cff291
fffc9f0cb769,fffcc1e629d4,fffce0b0800d,fffcfcc69735
fffd17126bfd,fffd346c39e5,fffd51acbb9d,fffd6e7a7fc0
fffd8a387090,fffda075a55d,fffdb4069343,fffdc8eb6ab6
fffddd4a881c,fffdedf37c09,fffdfeff60c2,fffe0da60bf7
fffe1e7d7515,fffe3f0001ca,fffe660ed8d4,fffe90ff9b74
fffebe3e6bc7,fffee5cd2ecd,ffff0c69035a,ffff32c7894e
ffff594b9ba4,ffff8604d3fd,ffffb4ec9ede,ffffdee28398
000007555690,0000355d46e8,0000608c276b,00008cb9a6f2
0000b2277c49,0000b8541e0f,0000aed33adc,00009eb0faff
000086d7c990,00006bd825b2,00004d7558a5,0000286c5892
000000b73474,ffffdf7b81c7,ffffbf5eb7e0,ffff9dceeedb
ffff7b3646a2,ffff555d377e,ffff2d661711,ffff050c0fde
fffedb426864,fffeae4087ab,fffe7fda9738,fffe4ecc14eb
fffe1d15b70d,fffdf023ad76,fffdc3e57644,fffd993e0580
fffd6e3e2de8,fffd39a55dcf,fffd01859b59,fffccd62c9c9
fffc9a344835,fffc62fa47b4,fffc2eae15b9,fffbf93115c4
fffbca016da4,fffbb79a77e4,fffbb384071a,fffbb709f144
fffbc1e37517,fffbcc943f32,fffbda53602a,fffbed5e38c7
fffc03f0591a,fffc1cfb6b2a,fffc38d805f8,fffc551967fe
fffc7347ccf1,fffc97c267a7,fffcbdd94eb7,fffce73daad1
fffd10078963,fffd2c0f78e8,fffd43296171,fffd589181f8
fffd6cb1de10,fffd84543bc3,fffd9d0823c6,fffdb59e4a1a
fffdceb49e9b,fffde758e07b,fffe002a7673,fffe1bec5451
fffe38f2e73a,fffe5331d65c,fffe6ee6c029,fffe8a82ad87
fffea96be48c,fffed6fb3c22,ffff0bf9e157,ffff4399ae3c
ffff7ec50334,ffffbc7b0176,fffffbbfe3fa,00003e565f55
000081ad68e3,0000bedf5f65,0000fa0265e7,000135dd2ce2
000171979c62,0001ad8a5986,0001ea487a41,000225cdb0d0
0002623aea58,0002a4f0bf41,0002e9d4039b,0003311dd44a
000378c70202,0003ba3afe48,0003fa11b8e8,000437bdf56e
000474f5f2df,0004bae23f57,000503734be8,000546eb797a
00058874988a,0005cd60f4d4,00060e4ece15,00064fb107b8
000689838966,0006a3f96369,0006ae850449,0006af80990a
0006a7def20e,0006a13178ae,000696a07509,0006862c6c83
000670d472b6,0006543053ca,0006321b32fd,00060f8ecaa6
0005e9f67bc0,0005bb6d40d4,00058ad61c77,000554d765ca
000520017959,0005002bfe52,0004e8554520,0004d3be2fba
0004c11c6c28,0004a71e1b97,00048ae70449,00046e1e530d
000450551601,000435dc42cc,00041be5e447,0003fb831fae
0003d87af5d8,0003bb52f8b7,00039ab071ff,00037a46cc65
0003523b9c52,000308b17d93,0002ae05bfc0,00024d273bd0
0001e3ec4ff6,0001747853e1,000101125852,000085b10cda
0000082514f0,ffff983ca1e6,ffff2c8def09,fffebe7c9675
fffe50136054,fffde0e29b2a,fffd6f32099a,fffcff9b83e1
fffc8d08b306,fffc0a508dd4,fffb81407e17,fffaf2195eda
fffa60feb8de,fff9dc0dae37,fff959ab5b55,fff8da9cf070
fff85bbcf924,fff7cad3f0fc,fff733e73969,fff6a74bc9fc
fff61e0ec7ce,fff58bca73d6,fff500e13b3c,fff4744c7676
fff3f6e55c76,fff3bbd8b53b,fff3a2442b4e,fff39a461105
fff3a3b37ca4,fff3aec05741,fff3c197554f,fff3e19db9f1
fff40a0ef201,fff435ae073f,fff46707fa56,fff49a5929c3
fff4d2703862,fff51886206e,fff5632de3ad,fff5b4fa2c47
fff606d774b3,fff64219ae1d,fff6750f75c8,fff6a6ac5ae5
fff6d6c21b9a,fff70beb8d0f,fff7437fd051,fff77ab5834c
fff7b3d00cea,fff7f1c26621,fff8329d6dd9,fff87831d56b
fff8c09a2d9a,fff905e7f116,fff94d591581,fff99612ec70
fff9e30ce17a,fffa3fec3e1b,fffaa59073f6,fffb0ca6b65b
fffb780bde0a,fffbebb05b14,fffc6211c75f,fffcde154351
fffd5a5108b9,fffdc4bd769d,fffe28558dbe,fffe8f4878ea
fffef5b4fa68,ffff5807293e,ffffbca866b8,00001ca5f26f
00008194e681,00010653fe8d,000198180480,0002330a2a11
0002d256e7a3,000361f8fd29,0003ee8ebbf4,000478a40560
000502a98f3f,0005a070603c,000644e31200,0006db7e4cf6
00076da9253b,00080dd3a396,0008a54ac1d9,00093efd2a9d
0009c55b789c,0009f4dc72b2,0009f870084b,0009e871b966
0009c24ace47,0009939f0cbd,00095abee96d,00090eedbdb2
0008ba70a46b,000873f48295,00082e446200,0007e3c70ce2
0007950b5348,00073b6693be,0006daf51532,0006775419f6
00060f2c2fa4,0005a1c7e21a,00053129b6d2,0004b9acae2a
00043fabfcb1,0003cdf7668a,00035c350095,0002ec99f139
00027acef156,0001f2b43415,000161759d0d,0000d75dccc2
00004dd8b708,ffffb9fbe86e,ffff2ae49e0c,fffe97f74132
fffe1120f0fd,fffdc6a9cf7d,fffd99bbcc3e,fffd7aaf4e9a
fffd6a06a0ee,fffd5a7f0206,fffd508d902f,fffd51aff567
fffd58979a82,fffd5cf23c4a,fffd635a8185,fffd6aa0a9ff
fffd74893fb6,fffd889e73a3,fffd9fde272c,fffdbb3b6c91
fffdd66da3ef,fffde2d5675b,fffde96c6619,fffdef961193
fffdf450429c,fffdf9a31df3,fffdffadab8c,fffe0430f989
fffe09a5a85d,fffe1661bbde,fffe2655a7ca,fffe37366f0b
fffe49422ce8,fffe5b06a072,fffe6cb5ceb8,fffe7faacc50
fffe92705369,fffea2376715,fffeb11458eb,fffebdb8184c
fffec9ec40c3,fffedb23a180,fffeece837c9,fffeffef2a8d
ffff11f30539,ffff193431b7,ffff1bcac179,ffff20b125bd
ffff24f8f377,ffff247695d1,ffff2517c353,ffff2241f166
ffff232a8ac9,ffff3cc87b82,ffff60e5900a,ffff8b42a8f6
ffffb9779d9b,ffffdf2ebdc9,000003a06cff,000028113bb4
00004cdda577,00007ae4d3d0,0000ac51eaa9,0000d5cb0389
0000fd018562,00012e37769f,00015b61cdd2,00018a2b2059
0001ae7b91fe,0001a0d05c27,000179e7f818,00014ac2675f
00010f95057b,0000ca82fe6d,00007fc976fd,000028ff1144
ffffcf5bcab9,ffff8ce3e358,ffff51e8eefa,ffff128caf2d
fffed29e76c9,fffe92c5626f,fffe4e96014e,fffe0dd812d5
fffdc7171e00,fffd60f51022,fffced9bdb34,fffc6f9b34ef
fffbecb050ee,fffb7aae6efc,fffb0b65f9a3,fffa9ed08235
fffa3188033b,fff9ab79ce22,fff91c673036,fff89c8aa3ad
fff820cebd23,fff793a19f68,fff70f816ffd,fff687e1d1bd
fff615ac6c3d,fff607917567,fff62bc404dc,fff66449895a
fff6b57bb2b4,fff712e0b3ac,fff77b639b69,fff7f9f64633
fff880c294d7,fff8edec47ee,fff9557d5a54,fff9c2ff963b
fffa33c6a8a1,fffaacf40043,fffb2db75de1,fffbae8cb4a7
fffc3614694d,fffcd3ae1b70,fffd7b1ba1d9,fffe2de995fc
fffee52283e7,ffff8b13f5ed,00002ef60d60,0000cef6b02e
000170b119d8,000232edc567,0003018949ee,0003c0e13531
00047cdfb18f,00054b1b0b18,00060fa1b207,0006d8f01842
00078b48d747,0007d0c6fdcc,0007e009ee41,0007d7699dd0
0007b40c8bab,0007887a449a,00075169ca32,000703ff631b
0006ac8e65a8,0006652a582f,00061eb28f5f,0005d3c3bda6
000584583735,000527170fcb,0004c2863990,000459fe2c1c
0003ed8e579b,000381591e18,000314642821,0002a14fac5c
00022cbde640,0001c0b20f0b,000154e405d0,0000ec34a2b5
00008195389e,ffffff211fc2,ffff731dd95b,fffeee87d91d
fffe6aa878a8,fffddcc93855,fffd541b3041,fffcc7b89a28
fffc47e9f3f5,fffc05e53542,fffbe23e3e6d,fffbccfe9d20
fffbc6ae1561,fffbc1d0e31c,fffbc2ed2da2,fffbcf987307
fffbe26c4a3a,fffbf2e81700,fffc05bdb14b,fffc19d25ca6
fffc30dfc458,fffc526031fa,fffc775e4413,fffca0d1afdd
fffcca6ff219,fffce5b5cc0c,fffcfb94b919,fffd11180587
fffd257ef074,fffd3b6c98e0,fffd526dff1c,fffd687ac751
fffd7f9f60cb,fffd9cadd2c2,fffdbc9330d7,fffdddc900be
fffe00591c2b,fffe22db3fa2,fffe45d2cb1a,fffe69eb8677
fffe8e8a9990,fffeb2d48d98,fffed76084e6,fffefb8e8fe7
ffff200463ba,ffff46b9e957,ffff6df63b76,ffff9601b8bc
ffffbde71713,ffffe1ce1f4b,000004111fe2,0000273cbd99
00004a3c84ef,00006bae451c,00008d9757b9,0000ae263662
0000d0027ad2,0000fac2306c,0001291e8c6c,000159ef2451
00018bebd30c,0001b9a34800,0001e67cab47,000212a0844e
00023eb27e9d,00026ff5532d,0002a2e79fe6,0002d22de5e8
000300303fe4,000331927b73,0003607e90db,00038fea3747
0003ba1d9f98,0003cd7aabc8,0003d548b012,0003d74c6c03
0003d354a5cc,0003ce2ccf3d,0003c64832c1,0003b9a8e50d
0003aa4b283b,00039b5fc631,00038b29efe1,000379fcab0a
000367495e80,00035077af86,000337f5f1a1,00031d7e5159
00030288d38b,0002ec079b99,0002d6f9d52d,0002c1ad2ba4
0002ac6c6012,000296612c87,00027fb2bfa7,00026916dd57
000251e135d6,0002386a78ec,00021dc92353,0002029c67eb
0001e6da0a69,0001cae1ece0,0001aeac91ec,000192025ca0
0001752e5e0e,000158c940a2,00013c7de153,00012045a3ab
000104130415,0000e78ba68a,0000cafea4a0,0000ae6f4c43
000092026577,0000763e74c6,00005ad6fba0,00003f920b0f
000024888769,000009ba4fbc,ffffef142606,ffffd4e8518f
ffffbae5f50b,ffffa0581a52,ffff85dfaaa9,ffff6b1155c7
ffff508fa06c,ffff381c60ea,ffff20582d89,ffff09a1905e
fffef33588c4,fffed9dc64b6,fffebfbcc1fb,fffea6e9fee6
fffe8eb9e019,fffe768ef245,fffe5fd515eb,fffe490c2c86
fffe3472ec47,fffe27d6fd03,fffe1f2e64fc,fffe1aa7005e
fffe188cf2d4,fffe12c92ca6,fffe0ddaec0f,fffe096b9ce6
fffe073ec6b3,fffe0fffcd14,fffe1e2c05be,fffe2afa8cf8
fffe3951f496,fffe4db89372,fffe61f74f47,fffe7a72555d
fffe8ff8c8e4,fffe8d761324,fffe810d40ce,fffe6f53f14d
fffe5a528e4c,fffe4d860e22,fffe425db177,fffe3753ca57
fffe2c71a7b4,fffe1a904433,fffe06577d1d,fffdf9eb24f0
fffdeffd4f8e,fffddcc4ae5d,fffdcd607296,fffdbce0ab5b
fffdb621c77c,fffddd4d265b,fffe1bd95dda,fffe6128a1c5
fffeb1894d02,ffff0d3197a3,ffff6e45e94d,ffffdb1da879
00004a0e830a,00009e793483,0000e9b0b1ac,000139c483a6
000189e6629e,0001d7c8f3ec,000229fdc01c,000277402ad2
0002cb72442d,0003471b1d18,0003d33a6ef9,00046bbc74a5
00050a214eed,000594887b38,00061b7704ea,00069f658767
000723cb0f3e,0007c377157d,00086cd5f6d3,0009041a465c
00099621c352,000a3c580b98,000ad7cec8e2,000b76e33a7d
000bfccf738d,000c0e5f6f67,000be53b3865,000ba48d8695
000b46f0a650,000ad9f0f923,000a5f9d9c01,0009cb16f32e
00092ce0bf3e,0008ae2bf4d2,00083689b432,0007b737ec51
000733e5e855,0006a77b4529,000611bb5883,00057c378981
0004dde227f0,000420d34507,000355f6f449,00027c91654a
00019cf763bc,0000d23545f1,000009b1d058,ffff452242a2
fffe7e44357c,fffd90d68bea,fffc9491dcae,fffbab13a96b
fffac59dfa39,fff9c8d14b4a,fff8d77d8289,fff7e0440720
fff704f6672d,fff6af31d531,fff69c0b827f,fff6a4a1e8d9
fff6cdcbfe56,fff7042a055a,fff748c2c552,fff7a9b21f74
fff815fb5cdd,fff866339613,fff8b1902233,fff903b8fa0f
fff95aabd678,fff9bf2de3c8,fffa2d4776d0,fffa9d99d9de
fffb1521c7fb,fffb9d6b15fe,fffc2dc2acb8,fffcc9d68403
fffd6a44ec1e,fffdfa1a135c,fffe889b6485,ffff1327973b
ffffa03ae358,00005104d70a,00010fe4ebe8,0001bfebc77f
00026d703b6e,00032e6f8c58,0003e6387c34,0004a3b7a960
00054a5f6de6,0005819c1927,0005819fdb2e,00056a72c8a0
0005387e979b,0004fd39eca0,0004b6b0c5da,0004595275fd
0003f2b227ad,0003a135aa0f,0003530dbc67,0003003e56c0
0002a9bb7dfc,00024734b730,0001dd6abda9,0001715cec74
000100aadbac,00008888bd34,00000cb599b1,ffff891c1f2b
ffff0344c4e8,fffe898be014,fffe110c9540,fffd9c436b29
fffd25e89cf2,fffc94a703bb,fffbf8fde037,fffb68287bf7
fffad94ccac3,fffa3d236b07,fff9a8115a47,fff90f1b90cc
fff886fc2b71,fff84f8c4baa,fff840397a59,fff84282ffd0
fff85886f4a7,fff87478f349,fff898db0ac9,fff8cdbec724
fff90a0a3652,fff93a825713,fff96a543c2d,fff99d7a34cf
fff9d3fe32f6,fffa14cc10a1,fffa5b1237c8,fffaa468b9b9
fffaf0b9cdba,fffb3ce02ebd,fffb89b20f46,fffbdb0c2411
fffc2daa3f80,fffc7a8c5a86,fffcc7836947,fffd128aa8ac
fffd5f30b05e,fffdbce129c1,fffe2196abc6,fffe813c934b
fffee0a90607,ffff47b4cdff,ffffab6f899d,000012145efd
0000701edde6,0000a273c2b2,0000bf6a62c2,0000d2fc937d
0000dc4e0382,0000e3c10cfa,0000e738454c,0000e26d12d8
0000d9ed4c5a,0000d6869683,0000d327beb3,0000ced6667e
0000c90710b5,0000bd319939,0000aefc75d8,00009ef06517
00008e4e07cb,00008262843e,0000784ac238,00006d0ce23b
000062207d70,0000597c891f,000050f00749,000049deb902
00004239938b,00003278b18a,00001f796f58,00000e3582e1
fffffce6ae05,ffffe9549e2d,ffffd738acac,ffffc3d94374
ffffb3c945f3,ffffb44de54c,ffffbcc71f28,ffffc9c5b741
ffffdaac898f,ffffe9ebcd80,fffffa6a9cc5,00000d3f1ec1
000021f63476,00003a5df882,000055286c8c,00006f2a055c
00008a06b8a2,0000a966d318,0000c908d605,0000eafdcdcc
00010b3ea6e9,00011d7c2c08,000129c20642,00013354b7ff
00013ac1efb3,000145312e51,00015009f4be,00015a132ff2
000163fef8e2,00016ca59192,000174c964e7,00017ff6593e
00018c099117,000193ad8aab,00019c635db7,0001a4938e22
0001b0430f17,0001cd8dd020,0001f3cdc424,00021b7c5bcf
000247254201,00027915c8f2,0002ad095723,0002e5f7ba1d
00031ee4114c,000347cd0342,00036a79ea30,00038fab34c4
0003b42dfa03,0003d56029a6,0003f86ae78d,0004178a60ae
00043aacba48,000477ff07f4,0004c013da31,00050f87c49c
0005629eb0cf,0005a9643b9e,0005edcc5853,00063088d2f2
00067342bcf4,0006c50a922c,00071c01c42e,000767c4129c
0007b01393af,0008049f305c,000852a64f04,0008a2968dd2
0008e3542e9e,0008de3a1aa8,0008b5c54247,00087f9c07eb
0008380e2d85,0007e60b6a86,00078be46c26,000721a0b518
0006b1d19877,000657c630bf,0006033babac,0005a99c5491
00054dd59a32,0004edc72623,000487ed9b08,000423313334
0003b862b1a2,0003354f9cec,0002a7960dd7,00020fb4e029
0001735ac200,0000e5fa4773,00005a7c6e49,ffffd1aadb08
ffff4790cf4b,fffea3cda4c2,fffdf6598a23,fffd5671e16b
fffcb9c3b8e8,fffc0ccf4d6a,fffb681992ea,fffabfa2d73f
fffa2af85635,fff9f3eb65dc,fff9ebc05b52,fff9f6f85fa5
fffa193770df,fffa459e1fdd,fffa7c49a4bd,fffac73a04f6
